,Topic,Word,P
130,13,thru,0.0004184100544080138
131,13,ha,0.0004184100544080138
132,13,website,0.0004184100544080138
133,13,basically,0.0004184100544080138
134,13,land,0.0004184100544080138
135,13,consider,0.0004184100544080138
136,13,regional,0.0004184100544080138
137,13,green,0.0004184100544080138
138,13,hrs,0.0004184100544080138
139,13,affected,0.0004184100544080138
140,14,thru,0.0004184100544080138
141,14,ha,0.0004184100544080138
142,14,website,0.0004184100544080138
143,14,basically,0.0004184100544080138
144,14,land,0.0004184100544080138
145,14,consider,0.0004184100544080138
146,14,regional,0.0004184100544080138
147,14,green,0.0004184100544080138
148,14,hrs,0.0004184100544080138
149,14,affected,0.0004184100544080138
150,15,newfoundland,0.9610730409622192
151,15,canada,1.648302531975787e-05
152,15,blizzard,1.6454941942356527e-05
153,15,newfoundlandstorm,1.6421319742221385e-05
154,15,snowmageddon2020,1.6414502169936895e-05
155,15,winter,1.6413901903433725e-05
156,15,love,1.638353023736272e-05
157,15,bad,1.6362737369490787e-05
158,15,family,1.636109664104879e-05
159,15,nl,1.6359128494514152e-05
160,16,now,0.37598705291748047
161,16,city,0.3214503526687622
162,16,front,0.15128104388713837
163,16,emergency,6.438844866352156e-05
164,16,january,6.398213736247271e-05
165,16,done,6.395531090674922e-05
166,16,state,6.394964293576777e-05
167,16,house,6.37879129499197e-05
168,16,update,6.374013901222497e-05
169,16,thanks,6.372057396220043e-05
170,17,eddiesheerr,0.27531832456588745
171,17,pm,0.2608014643192291
172,17,hour,0.13303245604038239
173,17,wind,0.08291121572256088
174,17,forecast,0.06533195078372955
175,17,every,0.017645446583628654
176,17,nltraffic,6.989278335822746e-05
177,17,nlstorm2020,6.982573540881276e-05
178,17,area,6.978329474804923e-05
179,17,drive,6.976120494073257e-05
180,18,thru,0.0004184100544080138
181,18,ha,0.0004184100544080138
182,18,website,0.0004184100544080138
183,18,basically,0.0004184100544080138
184,18,land,0.0004184100544080138
185,18,consider,0.0004184100544080138
186,18,regional,0.0004184100544080138
187,18,green,0.0004184100544080138
188,18,hrs,0.0004184100544080138
189,18,affected,0.0004184100544080138
190,19,never,0.6607756018638611
191,19,blizzard,0.00014368114352691919
192,19,leave,0.000142858931212686
193,19,window,0.0001428311807103455
194,19,omg,0.0001428311807103455
195,19,via,0.0001428311807103455
196,19,open,0.0001428311807103455
197,19,yyt,0.00014269485836848617
198,19,warm,0.00014268601080402732
199,19,love,0.00014261726755648851
